# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-g" "ID" "--primary" "-T" "16" "-a" "../sacCer3/sacCer3_RENAMED.gff" "-o" "wrs3_s1_counts.txt" "BRR1_WRS1_dupl.bam" "BRR1_WRS2_dupl.bam" "BRR2_WRS1_dupl.bam" "BRR2_WRS2_dupl.bam" "BRR3_WRS1_dupl.bam" "BRR3_WRS2_dupl.bam" 
Geneid	Chr	Start	End	Strand	Length	BRR1_WRS1_dupl.bam	BRR1_WRS2_dupl.bam	BRR2_WRS1_dupl.bam	BRR2_WRS2_dupl.bam	BRR3_WRS1_dupl.bam	BRR3_WRS2_dupl.bam
YOR069W	15	453768	455795	+	2028	3740	4825	3546	3331	8333	2939
YOR068C	15	453869	454213	-	345	6	11	7	1	12	4
YOR070C	15	455907	457820	-	1914	1930	3690	1427	2176	4775	2176
YOR071C	15	459480	461276	-	1797	1110	1785	1513	1361	1729	841
YOR072W	15	461502	461816	+	315	25	52	32	45	63	25
YOR072W-A	15	461791	462039	+	249	46	50	48	81	46	51
YOR072W-B	15	464469	464630	+	162	8	0	6	11	8	10
YOR073W	15	464771	466543	+	1773	1792	4967	2290	3370	4032	3443
YOR074C	15	466675	467589	-	915	1177	3685	1806	3637	4867	2701
YOR073W-A	15	467390	467623	+	234	0	4	2	5	4	7
YOR075W	15	468212	469252	+	1041	6869	5334	3652	3524	5950	3078
YOR076C	15	469377	471620	-	2244	1761	3324	2577	2975	3941	2718
YOR077W	15	471899	472597	+	699	2508	2261	2040	1805	3073	1817
YOR078W	15	472725	473369	+	645	21881	7311	25443	10936	22784	9520
YOR079C	15	473475	474416	-	942	1493	913	1164	815	1222	729
YOR080W	15	474594	476792	+	2199	2415	2902	2725	2584	3909	2050
YOR081C	15	476939	479188	-	2250	589	4111	1595	2586	4296	2102
YOR082C	15	479296	479637	-	342	19	72	34	44	26	38
YOR083W	15	479533	480420	+	888	2152	6342	1546	3904	2526	3430
YOR084W	15	480587	481750	+	1164	2548	12579	3391	7890	6497	7737
YOR085W	15	482033	483085	+	1053	919	5004	2286	3082	3182	2538
YOR086C	15	483219	486779	-	3561	11109	39580	12723	20796	22119	15721
YOR087W	15	487707	489734	+	2028	3021	5466	3321	3236	4190	2598
YOR089C	15	490196	490828	-	633	17842	18378	11688	11380	13677	9348
YOR090C	15	491123	492841	-	1719	5152	11249	5932	7923	8173	6106
YOR091W	15	493433	494470	+	1038	4559	5569	7832	5138	16103	4761
YOR092W	15	495127	496968	+	1842	2090	7158	4067	3059	2354	1844
YOR093C	15	497506	502452	-	4947	7965	9709	8236	8158	11839	6746
YOR094W	15	502795	503346	+	552	4403	3456	3463	2810	4096	2487
YOR095C	15	503552	504328	-	777	9418	2348	9134	3038	9762	2789
YOR096W	15	505794	506767	+	974	53562	32980	48733	38627	62069	38049
YOR097C	15	506978	507505	-	528	2721	4018	2295	4084	3962	3544
YOR098C	15	507948	511178	-	3231	5327	6464	8145	6508	16254	6104
YOR099W	15	511825	513006	+	1182	3856	5748	3849	3817	4336	2925
YOR100C	15	513295	514278	-	984	2536	5692	3405	2537	5051	4021
YOR101W	15	515244	516173	+	930	9160	2624	12292	4848	8426	3890
YOR102W	15	516423	516773	+	351	193	55	735	219	201	57
YOR103C	15	516449	516841	-	393	2908	4056	2386	4106	4083	3502
YOR104W	15	517642	518490	+	849	1685	1763	1606	1583	2122	1181
YOR105W	15	518195	518521	+	327	54	45	33	38	36	26
YOR106W	15	519121	519972	+	852	3539	4043	3980	3377	4367	2431
YOR107W	15	521353	522282	+	930	626	970	3610	2493	5305	1872
YOR108W	15	523027	524841	+	1815	2403	1043	3126	1171	5551	1085
YOR108C-A	15	524605	524814	-	210	23	41	27	122	41	72
YOR109W	15	525278	528601	+	3324	3900	9065	6308	8241	11706	6142
YOR110W	15	528941	530248	+	1308	3971	4283	3220	3416	4238	2846
YOR111W	15	530429	531127	+	699	1468	1781	917	1589	1467	1378
YOR112W	15	531508	533793	+	2286	3938	6297	3893	4272	6228	3308
YOR113W	15	534075	536819	+	2745	2516	15256	4745	9128	10759	7132
YOR114W	15	537570	538454	+	885	1419	2394	1036	2569	2051	1919
YOR115C	15	538659	539465	-	807	6305	4516	4982	4475	6962	3532
YOR116C	15	539763	544145	-	4383	10362	10162	16692	8443	21144	7290
YOR117W	15	545029	546333	+	1305	14799	19749	13780	13290	18033	11165
YOR118W	15	546857	548560	+	1704	5574	6829	4227	5476	7293	4606
YOR119C	15	548792	550246	-	1455	10597	7346	11011	6650	12812	5841
YOR120W	15	551114	552052	+	939	5300	26021	6752	26509	12944	18131
YOR121C	15	551798	552103	-	306	2683	2953	2375	3031	2857	2473
YOR122C	15	552298	552887	-	590	12584	15826	11525	17278	15581	15630
YOR123C	15	553176	554570	-	1395	10941	16254	11425	10356	16562	7573
YOR124C	15	554824	558642	-	3819	9517	20996	10329	15160	18763	11267
YOR125C	15	559030	559731	-	702	3048	6764	2151	5292	4810	4354
YOR126C	15	559961	560677	-	717	1053	1857	1563	1891	2438	1552
YOR127W	15	561170	564193	+	3024	5594	6810	6543	5727	13113	4432
YOR128C	15	564476	566191	-	1716	17959	13009	21610	14054	19784	10502
YOR129C	15	566877	569558	-	2682	1399	3065	2757	2492	3736	2354
YOR130C	15	569929	570807	-	879	3927	1731	2389	1635	2600	1368
YOR131C	15	572182	572838	-	657	6809	6649	4205	6216	5556	4232
YOR132W	15	573175	574830	+	1656	1003	3205	1094	1733	5993	1490
YOR133W	15	575098	577626	+	2529	21833	26094	21969	19167	24980	13550
YOR134W	15	578564	579793	+	1230	355	1639	214	960	409	474
YOR135C	15	580159	580500	-	342	6	10	4	2	5	10
YOR136W	15	580250	581359	+	1110	15895	18953	9750	21832	18374	15904
YOR137C	15	581813	583681	-	1869	3742	2750	1378	2161	1865	1691
YOR138C	15	584309	586324	-	2016	10742	12193	7900	8222	11400	7295
YOR139C	15	586950	587342	-	393	9	25	25	19	8	8
YOR140W	15	586981	589281	+	2301	702	1760	1121	1201	4660	1211
YOR141C	15	589942	592587	-	2646	9155	18116	10836	10825	19831	8851
YOR142W	15	593057	594046	+	990	6542	32815	12041	23394	25254	19136
YOR143C	15	601383	602342	-	960	4530	2344	4223	2741	4522	2343
YOR144C	15	602717	605092	-	2376	4736	3222	4139	3337	6821	2618
YOR145C	15	605347	606171	-	825	25646	7827	26191	9717	25078	9477
YOR146W	15	605873	606178	+	306	53	12	52	18	19	22
YOR147W	15	606607	608475	+	1869	6369	5820	4075	4147	6186	3487
YOR148C	15	608640	609197	-	558	6057	4829	4642	4616	6581	4993
YOR149C	15	609838	611388	-	1551	1401	1420	1263	1052	1887	925
YOR150W	15	611999	612490	+	492	1115	2245	1205	2089	2411	1761
YOR151C	15	612997	616671	-	3675	23318	27644	23076	18028	38244	14748
YOR152C	15	617518	618288	-	771	334	1838	721	1724	955	1269
YOR153W	15	619840	624375	+	4536	18110	12662	19201	11274	19987	9616
YOR154W	15	624729	626492	+	1764	5251	3029	6105	3278	6778	2678
YOR155C	15	626628	627980	-	1353	1440	3194	1618	2749	3358	2256
YOR156C	15	628360	630540	-	2181	321	901	508	870	2201	773
YOR157C	15	630966	631751	-	786	1657	8221	4279	6607	6882	5789
YOR158W	15	632164	633120	+	957	7648	9038	4926	6139	6572	4605
YOR159C	15	633282	633566	-	285	2633	1695	1688	1543	2719	1303
YOR160W	15	633839	636757	+	2919	2727	3188	3118	2881	5867	2472
YOR161C	15	636939	638558	-	1620	5957	7041	2007	5636	2364	5070
YOR161W-A	15	637574	637654	+	81	1	2	3	0	6	2
YOR161W-B	15	637975	638235	+	261	3	6	5	0	30	6
YOR161C-C	15	639121	639267	-	147	46	70	68	81	96	43
YOR162C	15	639560	641992	-	2433	2405	7183	3251	4923	7052	4593
YOR163W	15	642741	643307	+	567	685	1360	678	1165	1541	1120
YOR164C	15	643394	644332	-	939	6758	6912	5056	4799	6704	4602
YOR165W	15	644566	646896	+	2331	9248	10624	8219	6928	9980	5875
YOR166C	15	647126	648502	-	1377	4297	3406	4944	3850	5817	2887
YOR167C	15	648804	649007	-	204	51439	35407	45008	40535	51808	42665
YOR168W	15	649303	651732	+	2430	26964	15369	23521	13806	26967	11910
YOR169C	15	651376	651840	-	465	182	502	300	396	435	323
YOR170W	15	651858	652163	+	306	75	31	130	39	48	21
YOR171C	15	652010	653884	-	1875	1316	4448	2879	3577	3740	2997
YOR172W	15	654210	656570	+	2361	9211	7141	6026	5790	8555	5101
YOR173W	15	657264	658325	+	1062	3324	34755	3141	29281	9010	20747
YOR174W	15	658747	659601	+	855	5456	4165	3338	3143	4883	2507
YOR175C	15	659815	661674	-	1860	7122	11277	5041	5936	5526	4150
YOR176W	15	662401	663582	+	1182	7610	16672	5187	11457	7864	8758
YOR177C	15	665785	667179	-	1395	570	2049	838	1280	2215	1039
YOR178C	15	667860	670241	-	2382	3017	24902	4453	12082	13490	9388
YOR179C	15	671845	672411	-	567	3951	3169	2679	2504	3567	2244
YOR180C	15	674352	675167	-	816	715	5796	1627	3300	3981	3109
YOR181W	15	675939	677840	+	1902	891	1855	659	1105	2577	1066
YOR182C	15	678191	678793	-	603	59090	39550	50282	50886	61864	51117
YOR183W	15	678872	679261	+	390	81	41	54	57	54	77
YOR184W	15	679357	680544	+	1188	14330	6621	12609	6984	18293	5354
YOR185C	15	681444	682106	-	663	271	7884	1860	8475	3421	8805
YOR186W	15	683111	683545	+	435	221	595	142	498	248	536
YOR186C-A	15	683329	683538	-	210	781	272	345	222	198	166
YOR187W	15	684030	685343	+	1314	22465	34389	15375	25462	20219	14708
YOR188W	15	685767	689180	+	3414	1470	2512	1974	2156	7617	1934
YOR189W	15	689624	689974	+	351	6851	6494	5345	6168	6899	4571
YOR190W	15	690695	692032	+	1338	329	368	451	321	321	250
YOR191W	15	692475	697334	+	4860	10338	17329	10591	10171	29500	8125
YOR192C	15	698768	700567	-	1800	282	308	245	203	603	198
YOR192C-C	15	703988	704224	-	237	149	190	151	186	175	99
YOR193W	15	710446	711576	+	1131	2517	3459	2053	2885	2627	2607
YOR194C	15	711683	712543	-	861	13435	12588	8932	8587	11248	6521
YOR195W	15	712866	715331	+	2466	9753	9525	6286	7534	12151	5693
YOR196C	15	715593	716837	-	1245	13550	9623	10649	7809	11646	6514
YOR197W	15	717086	718384	+	1299	2029	2539	2049	1970	7204	1608
YOR198C	15	718653	720065	-	1413	6516	20628	13915	16830	21422	10807
YOR199W	15	720181	720510	+	330	9	34	15	34	7	24
YOR200W	15	720417	720815	+	399	6	7	6	4	8	7
YOR201C	15	720470	721708	-	1239	9511	8241	9964	7981	10674	7118
YOR202W	15	721946	722608	+	663	3426	3701	5590	4097	6096	3352
YOR203W	15	722565	722918	+	354	209	103	328	122	238	93
YOR204W	15	722911	724725	+	1815	31541	11480	23956	13142	18649	10967
YOR205C	15	725564	727234	-	1671	2204	4995	5892	4512	7006	4355
YOR206W	15	727512	729644	+	2133	23242	7943	26983	9412	24323	8337
YOR207C	15	730008	733457	-	3450	7196	4015	9142	3762	14137	3710
YOR208W	15	733925	736177	+	2253	832	2241	889	1700	2311	1619
YOR209C	15	736437	737726	-	1290	6610	9991	9870	7253	16131	5188
YOR210W	15	738320	738532	+	213	6900	3683	7030	4556	7482	5021
YOR211C	15	738924	741569	-	2646	2501	6644	3728	4806	6087	4238
YOR212W	15	742910	744181	+	1272	1715	1865	1441	1978	2354	1676
YOR213C	15	744535	745281	-	747	4890	2451	3149	1851	3489	1782
YOR214C	15	745593	746303	-	711	78	226	111	138	97	60
YOR215C	15	746725	747282	-	558	18139	56664	18437	39669	35709	33309
YOR216C	15	747525	748979	-	1455	9202	8288	8355	6523	10543	4906
YOR217W	15	749301	751886	+	2586	13020	11042	10202	8509	14513	6657
YOR218C	15	751476	751895	-	420	137	201	119	188	158	133
YOR219C	15	752214	755009	-	2796	3985	4578	2868	2750	5019	2103
YOR220W	15	755328	756125	+	798	3264	3437	1345	2779	1875	2374
YOR221C	15	756476	757558	-	1083	1458	8408	4190	4844	5248	3789
YOR222W	15	758330	759253	+	924	18819	7257	10513	6823	12383	4553
YOR223W	15	759782	760660	+	879	4985	6384	2313	4190	3900	3626
YOR224C	15	760825	761265	-	441	15421	11595	17723	10578	17739	9892
YOR225W	15	761392	761721	+	330	43	17	57	47	41	32
YOR226C	15	761614	762084	-	471	1226	1178	3770	2383	3430	1693
YOR227W	15	762825	766565	+	3741	907	4735	1264	3618	5932	3543
YOR228C	15	766869	767777	-	909	1202	2859	1076	2087	1714	1691
YOR229W	15	768409	769812	+	1404	5822	4407	6707	4064	7951	3945
YOR230W	15	770800	772113	+	1314	4602	29161	10546	20338	22597	24055
YOR231W	15	772601	774127	+	1527	656	851	602	751	2298	810
YOR231C-A	15	773163	773363	-	201	2	4	4	0	2	0
YOR232W	15	774573	775259	+	687	18889	20442	14771	16447	17441	11418
YOR233W	15	775846	778248	+	2403	4461	4251	4876	3811	8046	3322
YOR234C	15	778555	779405	-	851	24674	16017	26278	19868	30407	20563
YOR235W	15	779870	780184	+	315	783736	520677	400769	463905	623180	569340
YOR236W	15	780906	781541	+	636	1330	1711	3791	2140	4662	2055
YOR237W	15	781994	783298	+	1305	716	558	959	715	774	439
YOR238W	15	783677	784588	+	912	2578	2513	3016	2740	3543	2100
YOR239W	15	784857	786744	+	1888	5637	12359	9613	8233	10575	6275
YOR241W	15	786995	788641	+	1647	5572	4582	4642	4095	6372	3800
YOR242C	15	788742	789857	-	1116	528	497	752	557	591	356
YOR243C	15	790211	792241	-	2031	16984	4757	13803	5654	13537	4213
YOR244W	15	792531	793868	+	1338	12305	9714	7480	6592	9100	5374
YOR245C	15	794076	795332	-	1257	5180	4866	3122	3537	3940	2571
YOR246C	15	795801	796793	-	993	10634	8061	7759	6778	9644	6469
YOR247W	15	797676	798308	+	633	121	501	156	335	438	200
YOR248W	15	798013	798315	+	303	27	32	19	16	64	12
YOR249C	15	798674	800731	-	2058	2642	2286	1848	1874	2755	1525
YOR250C	15	800970	802307	-	1338	522	3191	1990	2573	2701	2269
YOR251C	15	802550	803464	-	915	3567	4865	3755	4220	5020	3726
YOR252W	15	803667	804203	+	537	7982	3079	8828	3414	7988	2973
YOR253W	15	804377	804907	+	531	2229	1879	2222	2244	2728	2320
YOR254C	15	805032	807023	-	1992	23116	12216	16149	9638	16440	6780
YOR255W	15	807271	808107	+	837	20	46	17	40	33	31
YOR256C	15	808254	810683	-	2430	4923	6403	4087	4074	6686	3184
YOR257W	15	811008	811493	+	486	9297	9850	6962	6865	8450	5528
YOR258W	15	811671	812324	+	654	1495	1341	1126	1268	1577	1083
YOR259C	15	812395	813708	-	1314	26045	32224	20293	20872	24685	16341
YOR260W	15	813984	815720	+	1737	4300	5337	5646	4400	10842	3964
YOR261C	15	815915	816931	-	1017	16142	20049	11701	14278	15678	11744
YOR262W	15	817292	818335	+	1044	5196	3240	5333	2896	5006	2451
YOR263C	15	818757	819164	-	408	0	6	0	2	4	9
YOR264W	15	818866	820158	+	1293	4629	11883	8056	7617	11224	7115
YOR265W	15	820454	820774	+	321	5197	7211	5360	5523	6025	5033
YOR266W	15	821023	822294	+	1272	3504	4452	3279	3690	3873	2604
YOR267C	15	822588	824867	-	2280	597	1439	863	1034	5920	799
YOR268C	15	825534	825932	-	399	0	13	9	15	7	2
YOR269W	15	826385	827869	+	1485	690	870	1400	1145	2213	1069
YOR270C	15	828052	830574	-	2523	13903	15737	17334	13529	17972	11387
YOR271C	15	831059	832042	-	984	4115	6047	12031	5572	11740	4692
YOR272W	15	832813	834195	+	1383	12963	2548	12176	3237	11529	3042
YOR273C	15	834452	836431	-	1980	2395	16261	3350	10075	11838	9703
YOR274W	15	837674	838960	+	1287	5341	4191	4997	4113	6051	3070
YOR275C	15	839084	841069	-	1986	1675	3645	1867	2857	4725	2378
YOR276W	15	841333	841818	+	486	11116	12374	13655	12931	14492	11354
YOR277C	15	841515	841823	-	309	78	83	94	132	125	72
YOR278W	15	842817	843644	+	828	2163	1764	1442	1443	2126	1180
YOR279C	15	843698	844630	-	933	4261	2721	3157	2506	3696	1884
YOR280C	15	844992	845792	-	801	3878	3082	2852	2636	3811	2193
YOR281C	15	846269	847129	-	861	11790	6320	13036	7163	12745	5531
YOR282W	15	847000	847320	+	321	91	36	139	70	94	64
YOR283W	15	847453	848145	+	693	10804	4432	11529	6108	11878	5593
YOR284W	15	848478	849209	+	732	736	738	458	742	1073	637
YOR285W	15	849635	850054	+	420	19138	62716	26534	62753	53191	67855
YOR286W	15	850280	850729	+	450	4365	4716	2817	4203	3699	3434
YOR287C	15	850937	851839	-	903	6111	1781	8726	3104	8200	2737
YOR288C	15	852121	853077	-	957	875	1676	608	1456	1133	995
YOR289W	15	853357	854112	+	756	5682	14244	4384	12509	8565	9622
YOR290C	15	855147	860258	-	5112	8848	18468	9086	11621	33217	9684
YOR291W	15	861175	865593	+	4419	5351	9891	5962	8229	10084	6620
YOR292C	15	865653	866582	-	930	585	1086	307	1252	722	1056
YOR293W	15	867098	867852	+	755	78387	49126	70798	55788	85487	53287
YOR293C-A	15	867998	868147	-	150	76	39	79	75	83	70
YOR294W	15	868340	868951	+	612	9161	3455	11782	4393	9981	4203
YOR295W	15	869208	869894	+	687	2991	1903	2648	1912	2750	1655
YOR296W	15	870202	874071	+	3870	2101	2953	2386	2483	6168	2225
YOR297C	15	874743	875321	-	579	2547	2358	2086	1948	2157	1554
YOR298W	15	875599	877038	+	1440	254	230	346	219	251	206
YOR298C-A	15	877230	877685	-	456	22699	30090	11656	30239	20317	26210
YOR299W	15	878435	880675	+	2241	3417	2816	3923	3359	4900	2673
YOR300W	15	880575	880883	+	309	29	28	64	49	78	29
YOR301W	15	880965	882272	+	1308	660	1482	1106	1409	2865	1090
YOR302W	15	882765	882842	+	78	12768	12719	19632	12789	17186	12312
YOR303W	15	882899	884134	+	1236	21096	15559	32840	17642	31712	15349
YOR304W	15	884514	887876	+	3363	18783	17834	15902	12923	21191	9999
YOR304C-A	15	888520	888750	-	231	975	2210	1840	2129	2215	1895
YOR305W	15	889022	889750	+	729	2969	2376	2891	2582	4686	2687
YOR306C	15	889867	891432	-	1566	1787	1376	9337	2310	5037	1868
YOR307C	15	892731	894092	-	1362	3665	3338	3457	2966	4736	2583
YOR308C	15	894624	896387	-	1764	2149	2605	3101	2521	7154	1961
YOR309C	15	896698	897078	-	381	293	334	850	323	540	325
YOR310C	15	896825	898360	-	1536	4216	2402	9620	4332	11156	4207
YOR311C	15	899056	899928	-	873	1275	1618	2514	1851	2319	1786
YOR312C	15	900250	901194	-	945	87680	49341	71422	48141	84004	48712
YOR313C	15	901858	902874	-	1017	1355	730	947	618	1349	734
YOR314W	15	903043	903372	+	330	2	14	4	20	8	14
YOR314W-A	15	904458	904568	+	111	13	27	13	30	25	29
YOR315W	15	904760	905800	+	1041	4719	3896	6487	3799	5909	4763
YOR316C	15	906236	907555	-	1320	1980	2451	2468	1903	3426	1422
YOR316C-A	15	907726	907935	-	210	18	32	28	29	68	48
YOR317W	15	909343	911445	+	2103	16662	56171	20794	34258	39344	34465
YOR318C	15	911784	912436	-	653	171	313	220	318	278	296
YOR319W	15	912822	913463	+	642	1498	984	1184	956	1534	1081
YOR320C	15	913619	915094	-	1476	5397	5079	3618	3524	4891	2804
YOR321W	15	916030	918291	+	2262	1840	2819	1382	1927	2497	1303
YOR322C	15	918606	921062	-	2457	3241	9027	9054	7624	13081	6357
YOR323C	15	921535	922905	-	1371	4120	8280	7975	6975	12994	5522
YOR324C	15	923232	925040	-	1809	2183	7036	2531	3830	7008	3733
YOR325W	15	924577	925050	+	474	0	16	6	5	14	4
YOR326W	15	925721	930445	+	4725	26769	29718	25187	22695	34148	16466
YOR327C	15	930734	931081	-	348	8875	13454	8413	10662	10867	9654
YOR328W	15	931803	936497	+	4695	5163	15873	5022	10633	11605	10469
YOR329C	15	936731	939349	-	2619	1311	3186	1359	2599	5132	2199
YOR329W-A	15	939348	939557	+	210	0	9	1	2	2	0
YOR330C	15	939621	943385	-	3765	5951	11334	6826	7489	12105	7005
YOR331C	15	943565	944122	-	558	50	33	26	32	27	45
YOR332W	15	943656	944357	+	702	21929	21609	16129	17138	33757	15286
YOR333C	15	944541	944957	-	417	0	16	12	18	10	14
YOR334W	15	944596	946008	+	1413	1431	1558	2949	2062	3804	1862
YOR335C	15	946233	949109	-	2877	13781	7481	14284	7623	24028	6931
YOR335W-A	15	946568	946648	+	81	0	1	4	1	0	2
YOR336W	15	949773	953870	+	4098	1649	4665	3154	3069	5022	2427
YOR337W	15	954344	956623	+	2280	5332	1636	10332	3479	15009	3096
YOR338W	15	956898	957989	+	1092	8243	703	18505	8209	12899	7646
YOR339C	15	958362	958832	-	471	207	109	681	269	459	167
YOR340C	15	959202	960182	-	981	3825	3056	10987	3874	8534	3593
YOR341W	15	960987	965981	+	4995	40451	10860	41207	12851	46737	11118
YOR342C	15	966666	967625	-	960	2817	1564	3573	1569	8350	1479
YOR343C	15	968148	968474	-	327	16	54	20	40	40	38
YOR344C	15	977194	978069	-	876	19218	9567	14245	11242	15532	8786
YOR345C	15	981812	982162	-	351	11	26	11	10	16	22
YOR346W	15	981828	984785	+	2958	4004	2823	4569	2205	4977	2363
YOR347C	15	984942	986462	-	1521	2730	6477	1829	3932	4071	3019
YOR348C	15	986899	988782	-	1884	31400	65697	26624	25722	38102	30471
YOR349W	15	989789	992833	+	3045	1312	2673	2660	2381	4096	1714
YOR350C	15	992864	994855	-	1992	2934	3994	2932	3017	5525	2881
YOR351C	15	995018	996511	-	1494	31	113	34	94	97	94
YOR352W	15	997213	998244	+	1032	2969	4178	1891	2841	2737	2473
YOR353C	15	998453	1000828	-	2376	5232	6009	5685	4576	7821	4396
YOR354C	15	1001147	1003225	-	2079	9613	10220	7893	7885	10111	6719
YOR355W	15	1005137	1006705	+	1569	4092	10934	10960	9135	14844	11279
YOR356W	15	1007221	1009116	+	1896	33215	45903	31414	28944	40840	23739
YOR357C	15	1009224	1009712	-	489	3349	3400	2381	3495	3456	3407
YOR358W	15	1010161	1010889	+	729	2064	4175	2062	3995	3849	3287
YOR359W	15	1011189	1012760	+	1572	992	1896	3633	3751	7471	3100
YOR360C	15	1013241	1014821	-	1581	2677	2053	11379	8025	12219	7385
YOR361C	15	1015361	1017652	-	2292	14127	15277	17548	12557	21596	10355
YOR362C	15	1017880	1018746	-	867	13834	16133	11353	11770	14778	10155
YOR363C	15	1020222	1023212	-	2991	1001	9228	2838	5560	6927	4949
YOR364W	15	1023371	1023739	+	369	191	273	108	235	275	246
YOR365C	15	1023461	1025572	-	2112	204	199	177	180	226	146
YOR366W	15	1025256	1025609	+	354	88	150	78	135	256	144
YOR367W	15	1026007	1026609	+	603	4949	5409	3616	4819	5306	4207
YOR368W	15	1026843	1028048	+	1206	3628	3018	2395	2480	4142	1962
YOR369C	15	1028194	1028625	-	432	160375	73166	100009	65532	130500	71239
YOR370C	15	1029183	1030994	-	1812	13833	16451	16063	12460	21468	11359
YOR371C	15	1031489	1034182	-	2694	6309	8148	7452	6178	11016	5384
YOR372C	15	1034807	1036471	-	1665	1212	3124	1653	1921	5744	1760
YOR373W	15	1036834	1039389	+	2556	906	3226	1197	2306	3911	2080
YOR374W	15	1039840	1041399	+	1560	77598	567041	233782	362839	492717	338126
YOR375C	15	1041678	1043042	-	1365	270753	63391	189386	67959	251554	51508
YOR376W	15	1043191	1043559	+	369	10	11	10	7	7	4
YOR376W-A	15	1045196	1045351	+	156	885	1031	672	746	987	550
YOR377W	15	1046226	1047803	+	1578	2779	7058	3975	4632	6141	3418
YOR378W	15	1049511	1051058	+	1548	32	64	31	53	102	48
YOR379C	15	1050726	1051064	-	339	86	233	180	168	346	165
YOR380W	15	1051290	1052930	+	1641	2051	3698	1861	2977	4070	2812
YOR381W	15	1055545	1057680	+	2136	1292	809	714	595	974	512
YOR381W-A	15	1058423	1058590	+	168	106	78	95	84	100	53
YOR382W	15	1059531	1059992	+	462	455	1528	567	1401	658	744
YOR383C	15	1060441	1061055	-	615	134	796	268	490	408	277
YOR384W	15	1061564	1063648	+	2085	451	660	312	612	259	212
YOR385W	15	1065043	1065915	+	873	4920	2018	2926	1804	2531	1612
YOR386W	15	1066839	1068536	+	1698	2262	3918	1111	3521	1825	2243
YOR387C	15	1069621	1070241	-	621	2	6	6	4	8	4
YOR388C	15	1071793	1072923	-	1131	188	1325	538	680	615	406
YOR389W	15	1074213	1076087	+	1875	620	619	923	666	2532	567
YOR390W	15	1076784	1077911	+	1128	165	386	363	345	443	307
YOR391C	15	1078545	1079258	-	714	379	2365	463	1968	1041	1782
YOR392W	15	1079282	1079725	+	444	2	33	18	40	30	45
YOR393W	15	1080276	1081589	+	1314	4	17	0	12	17	15
YOR394W	15	1082718	1083212	+	495	0	0	0	0	0	0
YOR394C-A	15	1084202	1084369	-	168	4	20	4	8	23	3
YOR396W	15	1085473	1090863	+	5391	0	1	0	2	2	0
YOR396C-A	15	1090015	1090497	-	483	0	0	0	0	0	0
YPL283C	16	280	6007	-	5728	8	14	4	12	16	10
YPL283W-B	16	643	1125	+	483	0	0	0	0	0	0
YPL283W-A	16	1426	2001	+	576	0	0	0	0	0	0
YPL282C	16	7933	8427	-	495	0	0	0	0	2	1
YPL281C	16	9557	10870	-	1314	1	19	4	20	12	26
YPL280W	16	11887	12600	+	714	283	1776	363	1564	981	1447
YPL279C	16	13228	14355	-	1128	120	357	327	267	405	287
YPL278C	16	15053	15355	-	303	108	511	185	262	609	196
YPL277C	16	15405	16868	-	1464	168	860	373	522	1534	522
YPL274W	16	22938	24701	+	1764	32827	8708	29485	7957	18344	6462
YPL273W	16	25087	26064	+	978	4745	1672	4562	2101	5054	1788
YPL272C	16	26611	28164	-	1554	1854	1753	1978	1568	2341	1160
YPL271W	16	30079	30267	+	189	22585	40748	24030	50345	29871	45440
YPL270W	16	30482	32803	+	2322	11716	13033	9860	9428	12390	7065
YPL269W	16	33013	34947	+	1935	676	1180	712	829	2334	856
YPL268W	16	35236	37845	+	2610	4722	6580	5604	5452	8887	4326
YPL267W	16	38169	38798	+	630	2460	2473	1362	2415	3980	1648
YPL266W	16	39121	40077	+	957	14695	2320	10888	2821	9782	3083
YPL265W	16	41043	42869	+	1827	24241	48248	22109	17242	28915	19827
YPL264C	16	43283	44344	-	1062	892	1619	1245	1446	1287	1233
YPL263C	16	44551	46506	-	1956	13694	5942	11072	5708	12079	4282
YPL262W	16	47336	48802	+	1467	12266	41210	19061	32465	31636	21001
YPL261C	16	48996	49304	-	309	0	10	0	2	0	7
YPL260W	16	49303	50958	+	1656	4551	5258	2827	3995	8881	3483
YPL259C	16	51244	52671	-	1428	1057	1852	1327	1200	2961	1159
YPL258C	16	53498	55153	-	1656	1672	2379	1566	1999	3368	1822
YPL257W	16	63279	63860	+	582	1637	2750	1122	2126	1906	1775
YPL256C	16	64977	66614	-	1638	1930	2628	2260	3169	7190	1774
YPL255W	16	67725	68882	+	1158	1260	1823	900	1408	3223	1081
YPL254W	16	69485	70951	+	1467	6784	3906	5866	3955	6910	3278
YPL253C	16	71063	73006	-	1944	1082	2858	1635	2159	2265	2290
YPL252C	16	73363	73881	-	519	33	42	67	49	186	32
YPL251W	16	73625	73927	+	303	20	55	27	23	33	15
YPL250C	16	74309	74719	-	411	1603	4307	5061	2502	3833	2248
YPL249C-A	16	75699	76239	-	541	56062	63521	79245	60814	99467	57484
YPL250W-A	16	75702	75989	+	288	334	252	374	336	380	406
YPL249C	16	76669	79353	-	2685	932	2796	1238	1703	6100	1575
YPL248C	16	79711	82356	-	2646	619	1823	902	1118	3468	1030
YPL247C	16	82625	84196	-	1572	1830	6147	1253	5390	2044	4367
